Hour,Hopep ($/MW),Ontario Demand (MW),Weekday/Weekend,Holiday,Onpeak/Offpeak,Temperature location in degrees Farenheit: ON - Toronto Lester B. Pearson 
3,-3.11,12438,0,0,0,64.4
4,-4.04,12080,0,0,0,64.4
5,-4.03,11692,0,0,0,64.4
6,-4.08,11670,0,0,0,64.4
7,-2.79,12344,0,0,0,64.4
8,-3.34,13386,0,0,0,64.4
9,-0.75,14011,0,0,0,64.4
10,0,14360,0,0,0,66.2
11,-1.63,14475,0,0,0,66.2
12,-0.27,14490,0,0,0,66.2
13,0,14490,0,0,0,66.2
14,-3,14582,0,0,0,66.2
15,-1.93,14683,0,0,0,66.2
16,2.81,15301,0,0,0,66.2
17,18.1,15953,0,0,0,66.2
18,17.28,16471,0,0,0,66.2
19,5.85,16700,0,0,0,66.2
20,5.39,16311,0,0,0,71.6
21,5.89,15724,0,0,0,69.8
22,6.52,15154,0,0,0,68
23,5.34,14215,0,0,0,66.2
24,1.45,13339,0,0,0,64.4
1,-4.2,12615,1,1,0,62.6
2,-1.9,12112,1,1,0,80.6
3,-4.13,11786,1,1,0,75.2
4,-4.23,11635,1,1,0,75.2
5,-4.22,11565,1,1,0,75.2
6,-4.16,11581,1,1,0,75.2
7,-3.6,11980,1,1,0,75.2
8,-3.99,12539,1,1,0,75.2
9,-4.07,13357,1,1,0,75.2
10,-3.1,14112,1,1,0,71.6
11,-1.77,14750,1,1,0,73.4
12,5.86,15174,1,1,0,75.2
13,4.2,15508,1,1,0,77
14,5.73,15817,1,1,0,78.8
15,5.63,16144,1,1,0,80.6
16,9.42,16997,1,1,0,78.8
17,22.08,17909,1,1,0,78.8
18,20.47,18313,1,1,0,80.6
19,22.17,18384,1,1,0,80.6
20,13.1,17650,1,1,0,77
21,10.69,17494,1,1,0,77
22,7.06,16574,1,1,0,75.2
23,10.13,15808,1,1,0,75.2
24,11.62,14945,1,1,0,75.2
1,2.42,13864,1,0,0,73.4
2,-0.5,13314,1,0,0,78.8
3,0.39,12977,1,0,0,71.6
4,-0.56,12970,1,0,0,71.6
5,1.97,13471,1,0,0,71.6
6,4.68,14546,1,0,0,71.6
7,8.1,15879,1,0,0,71.6
8,13.57,16848,1,0,1,71.6
9,17.41,17272,1,0,1,71.6
10,21.87,17822,1,0,1,73.4
11,21.88,18468,1,0,1,73.4
12,21.7,18415,1,0,1,73.4
13,21.87,18570,1,0,1,73.4
14,23.67,19125,1,0,1,73.4
15,25.14,19503,1,0,1,73.4
16,24.42,20073,1,0,1,73.4
17,24.34,20255,1,0,1,73.4
18,24.15,20069,1,0,1,78.8
19,23.1,19931,1,0,1,78.8
20,21.68,19635,1,0,1,77
21,20.35,19301,1,0,1,75.2
22,25.32,18192,1,0,1,71.6
23,21.52,16562,1,0,1,71.6
24,13.66,15293,1,0,0,71.6
1,10.84,14434,1,0,0,69.8
2,11.48,13830,1,0,0,82.4
3,11.48,13435,1,0,0,75.2
4,12.71,13360,1,0,0,75.2
5,4.56,13708,1,0,0,75.2
6,15.89,14610,1,0,0,75.2
7,16.17,15927,1,0,0,75.2
8,17.41,16889,1,0,1,75.2
9,18.95,17638,1,0,1,75.2
10,21,18401,1,0,1,73.4
11,21.97,18871,1,0,1,77
12,23.88,19267,1,0,1,78.8
13,24.33,19800,1,0,1,82.4
14,24.32,20131,1,0,1,82.4
15,24.4,20337,1,0,1,84.2
16,24.33,20526,1,0,1,82.4
17,24.13,20722,1,0,1,84.2
18,24.33,20784,1,0,1,82.4
19,24.33,20681,1,0,1,82.4
20,24.24,20341,1,0,1,80.6
21,24.1,20020,1,0,1,80.6
22,25.2,19112,1,0,1,78.8
23,19.38,17459,1,0,1,77
24,14.8,15910,1,0,0,75.2
1,10.03,14861,1,0,0,71.6
2,10.49,14158,1,0,0,71.6
3,10.98,13639,1,0,0,77
4,5.21,13443,1,0,0,77
5,5.65,13651,1,0,0,77
6,10.61,14456,1,0,0,77
7,5.28,15973,1,0,0,77
8,14.5,17220,1,0,1,77
9,20.2,17962,1,0,1,77
10,21.84,18777,1,0,1,71.6
11,22.57,19365,1,0,1,71.6
12,24.22,19851,1,0,1,71.6
13,24.24,20290,1,0,1,71.6
14,24.99,20650,1,0,1,71.6
15,24.36,20980,1,0,1,71.6
16,24.24,21236,1,0,1,71.6
17,25.14,21371,1,0,1,71.6
18,24.26,21423,1,0,1,71.6
19,26.21,21357,1,0,1,71.6
20,23.29,21105,1,0,1,82.4
21,24.19,20628,1,0,1,78.8
22,23.14,19871,1,0,1,78.8
23,21.31,18339,1,0,1,77
24,20.27,16859,1,0,0,77
1,16.28,15757,1,0,0,75.2
2,2.49,15089,1,0,0,84.2
3,2.17,14589,1,0,0,77
4,4.75,14433,1,0,0,77
5,1.11,14559,1,0,0,77
6,1.97,15340,1,0,0,77
7,19.59,16950,1,0,0,77
8,21.64,18702,1,0,1,77
9,28.11,19881,1,0,1,77
10,32.64,20721,1,0,1,82.4
11,28.72,21262,1,0,1,82.4
12,27.24,21484,1,0,1,86
13,24.05,21473,1,0,1,84.2
14,25.59,21355,1,0,1,82.4
15,28.09,21229,1,0,1,80.6
16,40.32,21449,1,0,1,82.4
17,32.97,21716,1,0,1,86
18,27.77,21507,1,0,1,87.8
19,30.54,21171,1,0,1,84.2
20,28.11,21038,1,0,1,80.6
21,32.49,20756,1,0,1,80.6
22,28.03,19886,1,0,1,78.8
23,20.98,18427,1,0,1,77
24,20.91,16944,1,0,0,77
1,31.56,16158,0,0,0,77
2,18.6,15598,0,0,0,82.4
3,22.8,15131,0,0,0,77
4,22.93,15004,0,0,0,77
5,14.36,14915,0,0,0,77
6,16.66,14952,0,0,0,77
7,17.71,15780,0,0,0,77
8,21.26,17167,0,0,0,77
9,24.9,18267,0,0,0,77
10,25.25,19173,0,0,0,77
11,28.78,19387,0,0,0,77
12,47.43,19730,0,0,0,77
13,47.9,19675,0,0,0,77
14,29.58,19531,0,0,0,77
15,24.5,19612,0,0,0,77
16,25.75,19873,0,0,0,77
17,74.86,20281,0,0,0,77
18,26.05,20244,0,0,0,82.4
19,23.53,19858,0,0,0,82.4
20,21.1,19269,0,0,0,84.2
21,20.75,18560,0,0,0,78.8
22,18.21,17746,0,0,0,77
23,11.65,16489,0,0,0,78.8
24,0.48,15204,0,0,0,77
1,-0.37,14245,0,0,0,75.2
2,-0.5,13435,0,0,0,71.6
3,-1.26,12842,0,0,0,66.2
4,-3,12630,0,0,0,66.2
5,-3,12505,0,0,0,66.2
6,-1.32,12476,0,0,0,66.2
7,-1.87,13022,0,0,0,66.2
8,-0.2,13771,0,0,0,66.2
9,2.23,14419,0,0,0,66.2
10,9.8,14986,0,0,0,71.6
11,25.74,15365,0,0,0,73.4
12,20.28,15718,0,0,0,73.4
13,5.78,15967,0,0,0,73.4
14,1.6,15987,0,0,0,73.4
15,5.52,16094,0,0,0,73.4
16,13.78,16629,0,0,0,73.4
17,21.89,17600,0,0,0,73.4
18,22.13,18188,0,0,0,71.6
19,22.64,18094,0,0,0,71.6
20,20.58,17536,0,0,0,69.8
21,20.5,16788,0,0,0,69.8
22,12.52,15972,0,0,0,68
23,7.49,14681,0,0,0,68
24,4.27,13566,0,0,0,66.2
1,3.57,13060,1,0,0,64.4
2,-1.59,12586,1,0,0,62.6
3,-3.84,12314,1,0,0,68
4,-4,12301,1,0,0,68
5,-2.08,12539,1,0,0,68
6,0.27,13256,1,0,0,68
7,13.11,14470,1,0,0,68
8,10.21,15282,1,0,1,68
9,12.95,15839,1,0,1,68
10,13,16414,1,0,1,64.4
11,19.41,16937,1,0,1,64.4
12,18.68,17178,1,0,1,64.4
13,20.22,17437,1,0,1,64.4
14,21.51,17815,1,0,1,64.4
15,21.98,18149,1,0,1,64.4
16,23.58,18820,1,0,1,64.4
17,24.23,19493,1,0,1,64.4
18,24.49,19650,1,0,1,64.4
19,23.36,19408,1,0,1,64.4
20,21.23,18908,1,0,1,73.4
21,20.75,18417,1,0,1,71.6
22,18.08,17237,1,0,1,71.6
23,12.01,15581,1,0,1,68
24,12.7,14222,1,0,0,68
1,14.6,13434,1,0,0,66.2
2,7.86,13182,1,0,0,78.8
3,-2.92,12920,1,0,0,68
4,-2.54,12865,1,0,0,68
5,-4.08,13179,1,0,0,68
6,0.42,13886,1,0,0,68
7,19.29,14922,1,0,0,68
8,17.88,15671,1,0,1,68
9,15.39,16217,1,0,1,68
10,20.8,16755,1,0,1,73.4
11,22.96,17327,1,0,1,77
12,22.84,17658,1,0,1,77
13,23.2,18102,1,0,1,78.8
14,23.88,18477,1,0,1,78.8
15,24.39,19006,1,0,1,78.8
16,23.55,19721,1,0,1,78.8
17,25.32,20268,1,0,1,78.8
18,25.33,20298,1,0,1,78.8
19,25.11,20079,1,0,1,78.8
20,25.06,19335,1,0,1,77
21,22.94,19173,1,0,1,75.2
22,22.46,17987,1,0,1,73.4
23,16.97,16243,1,0,1,71.6
24,12.12,14760,1,0,0,68
1,5.75,13834,1,0,0,68
2,4.29,13265,1,0,0,78.8
3,-0.21,12876,1,0,0,73.4
4,0.35,12793,1,0,0,73.4
5,-0.59,13231,1,0,0,73.4
6,1.37,14102,1,0,0,73.4
7,21.66,15345,1,0,0,73.4
8,22.78,16160,1,0,1,73.4
9,22.43,16956,1,0,1,73.4
10,22.55,17826,1,0,1,68
11,23.4,18492,1,0,1,68
12,23.76,18881,1,0,1,68
13,25.65,19395,1,0,1,68
14,25.68,19999,1,0,1,68
15,25.16,20346,1,0,1,68
16,25.05,20701,1,0,1,68
17,37.44,21015,1,0,1,68
18,26.71,21083,1,0,1,78.8
19,25.58,20678,1,0,1,78.8
20,25.15,20022,1,0,1,77
21,28.55,20156,1,0,1,75.2
22,20.99,19091,1,0,1,73.4
23,19.2,17569,1,0,1,75.2
24,9.53,16351,1,0,0,73.4
1,16.78,15626,1,0,0,73.4
2,14.35,15020,1,0,0,77
3,4.1,14414,1,0,0,64.4
4,13.61,14347,1,0,0,64.4
5,13.64,14651,1,0,0,64.4
6,5.52,15662,1,0,0,64.4
7,16.79,17066,1,0,0,64.4
8,23.15,17947,1,0,1,64.4
9,26.62,18596,1,0,1,64.4
10,26.7,19206,1,0,1,78.8
11,26.7,19750,1,0,1,75.2
12,26.66,19955,1,0,1,80.6
13,26.7,20760,1,0,1,84.2
14,26.39,20398,1,0,1,82.4
15,24.57,20003,1,0,1,78.8
16,25.61,20694,1,0,1,86
17,25.68,20701,1,0,1,84.2
18,24.73,20324,1,0,1,78.8
19,22.83,19956,1,0,1,77
20,19.01,19178,1,0,1,73.4
21,21.36,18728,1,0,1,69.8
22,12.84,17608,1,0,1,68
23,2.5,16028,1,0,1,66.2
24,6.93,14538,1,0,0,64.4
1,2.61,13814,1,0,0,62.6
2,13.33,13321,1,0,0,64.4
3,8.93,13060,1,0,0,64.4
4,11.89,13088,1,0,0,64.4
5,8.74,13547,1,0,0,64.4
6,16.86,14530,1,0,0,64.4
7,21.81,15867,1,0,0,64.4
8,22.14,16687,1,0,1,64.4
9,24.58,16932,1,0,1,64.4
10,25.81,17037,1,0,1,62.6
11,24.42,17202,1,0,1,62.6
12,24.58,16991,1,0,1,62.6
13,24.58,17033,1,0,1,62.6
14,24.58,17076,1,0,1,62.6
15,20.28,17058,1,0,1,62.6
16,20.55,17402,1,0,1,62.6
17,24.65,17982,1,0,1,62.6
18,26.12,18183,1,0,1,62.6
19,31.2,18250,1,0,1,62.6
20,26.04,17857,1,0,1,71.6
21,27.04,17545,1,0,1,71.6
22,26.17,16641,1,0,1,68
23,29.96,15340,1,0,1,64.4
24,10.22,14113,1,0,0,64.4
1,8.58,13237,0,0,0,62.6
2,10.82,12659,0,0,0,82.4
3,0.48,12382,0,0,0,71.6
4,3.38,12181,0,0,0,71.6
5,0,12252,0,0,0,71.6
6,0,12437,0,0,0,71.6
7,-1.01,13079,0,0,0,71.6
8,12.92,13996,0,0,0,71.6
9,4.59,15085,0,0,0,71.6
10,13.8,15842,0,0,0,78.8
11,24.26,16489,0,0,0,80.6
12,24.89,17082,0,0,0,82.4
13,24.73,17524,0,0,0,84.2
14,23.73,17911,0,0,0,86
15,24.23,18064,0,0,0,84.2
16,21.32,17921,0,0,0,73.4
17,25.63,18346,0,0,0,77
18,24.64,18645,0,0,0,82.4
19,26.94,18663,0,0,0,82.4
20,26.6,18244,0,0,0,80.6
21,26.87,17922,0,0,0,78.8
22,16.06,16894,0,0,0,77
23,14.78,15608,0,0,0,75.2
24,11.85,14317,0,0,0,71.6
1,8.45,13377,0,0,0,69.8
2,11.09,12712,0,0,0,77
3,13.34,12309,0,0,0,66.2
4,9.51,12147,0,0,0,66.2
5,13.38,11999,0,0,0,66.2
6,15.02,12004,0,0,0,66.2
7,10.26,12598,0,0,0,66.2
8,24.55,13519,0,0,0,66.2
9,24.87,14424,0,0,0,66.2
10,24.47,15077,0,0,0,69.8
11,24.7,15532,0,0,0,69.8
12,25.57,15798,0,0,0,69.8
13,25.99,15953,0,0,0,69.8
14,26.45,16149,0,0,0,69.8
15,26.55,16524,0,0,0,69.8
16,26.52,17216,0,0,0,69.8
17,27.76,18109,0,0,0,69.8
18,28.29,18487,0,0,0,80.6
19,29.04,18612,0,0,0,77
20,26.74,18049,0,0,0,75.2
21,26.12,17663,0,0,0,73.4
22,24.62,16751,0,0,0,69.8
23,24.04,15381,0,0,0,68
24,23.4,14207,0,0,0,66.2
1,20.22,13346,1,0,0,64.4
2,13.89,12792,1,0,0,77
3,13.33,12465,1,0,0,73.4
4,13.37,12387,1,0,0,73.4
5,13.98,12745,1,0,0,73.4
6,3.98,13542,1,0,0,73.4
7,23.86,14644,1,0,0,73.4
8,24.54,15663,1,0,1,73.4
9,23.19,16377,1,0,1,73.4
10,25.29,17140,1,0,1,71.6
11,25.9,17453,1,0,1,73.4
12,26.43,17689,1,0,1,73.4
13,26.85,18196,1,0,1,75.2
14,26.91,18515,1,0,1,77
15,27.09,18955,1,0,1,78.8
16,29.3,19727,1,0,1,78.8
17,34.7,20406,1,0,1,78.8
18,27.47,20193,1,0,1,78.8
19,27.11,19902,1,0,1,77
20,28.18,19497,1,0,1,75.2
21,26.91,19372,1,0,1,75.2
22,24.07,18104,1,0,1,77
23,22.63,16490,1,0,1,77
24,16.89,15266,1,0,0,73.4
1,14.79,14299,1,0,0,71.6
2,9.26,13848,1,0,0,71.6
3,13.33,13630,1,0,0,66.2
4,13.36,13595,1,0,0,75.2
5,2.19,13923,1,0,0,75.2
6,5.19,14873,1,0,0,75.2
7,19.86,16268,1,0,0,75.2
8,21.89,17507,1,0,1,75.2
9,24.64,18460,1,0,1,75.2
10,26.05,18983,1,0,1,71.6
11,28.15,19766,1,0,1,71.6
12,26.85,20147,1,0,1,71.6
13,22,20100,1,0,1,71.6
14,22.16,20124,1,0,1,71.6
15,24.22,20383,1,0,1,71.6
16,25.56,20347,1,0,1,71.6
17,24.22,20496,1,0,1,71.6
18,23.11,20363,1,0,1,71.6
19,22.17,20262,1,0,1,71.6
20,24.38,20204,1,0,1,71.6
21,30.82,20481,1,0,1,71.6
22,26.68,19573,1,0,1,71.6
23,23.91,17807,1,0,1,71.6
24,21.63,16550,1,0,0,71.6
1,23.42,15720,1,0,0,75.2
2,16.91,15124,1,0,0,78.8
3,13.34,14686,1,0,0,73.4
4,13.34,14662,1,0,0,73.4
5,15.32,15204,1,0,0,73.4
6,31.44,16096,1,0,0,73.4
7,24.47,17446,1,0,0,73.4
8,24.75,18366,1,0,1,73.4
9,24.73,18832,1,0,1,73.4
10,27.06,19048,1,0,1,75.2
11,28.85,19245,1,0,1,75.2
12,30.23,19363,1,0,1,75.2
13,35.63,19935,1,0,1,77
14,34.81,20218,1,0,1,78.8
15,29.43,20310,1,0,1,80.6
16,25.07,20625,1,0,1,80.6
17,35.12,20870,1,0,1,82.4
18,24.2,20805,1,0,1,78.8
19,29.41,20634,1,0,1,78.8
20,32.66,20442,1,0,1,77
21,32.41,20351,1,0,1,77
22,24.66,19201,1,0,1,77
23,24.72,17478,1,0,1,75.2
24,22.17,15961,1,0,0,73.4
1,15.68,15022,1,0,0,73.4
2,15.05,14272,1,0,0,71.6
3,16.38,13890,1,0,0,75.2
4,9.26,13855,1,0,0,75.2
5,6.26,14176,1,0,0,75.2
6,10.84,15254,1,0,0,75.2
7,20.33,16549,1,0,0,75.2
8,22.59,17369,1,0,1,75.2
9,25.38,17984,1,0,1,75.2
10,25.8,18524,1,0,1,73.4
11,28.07,19102,1,0,1,73.4
12,26.41,19477,1,0,1,73.4
13,31.19,19951,1,0,1,73.4
14,26.21,20136,1,0,1,73.4
15,25.78,20555,1,0,1,73.4
16,25.43,20714,1,0,1,73.4
17,27.84,20795,1,0,1,73.4
18,26.17,20891,1,0,1,73.4
19,25.72,20792,1,0,1,73.4
20,25.81,20349,1,0,1,71.6
21,25.06,20445,1,0,1,75.2
22,26.17,19560,1,0,1,73.4
23,16.86,17862,1,0,1,73.4
24,14.63,16412,1,0,0,75.2
1,14.04,15633,1,0,0,75.2
2,1.9,14967,1,0,0,86
3,5.93,14617,1,0,0,78.8
4,10.72,14587,1,0,0,78.8
5,0.41,15101,1,0,0,78.8
6,4.92,16131,1,0,0,78.8
7,18.68,17760,1,0,0,78.8
8,24.88,19248,1,0,1,78.8
9,25.72,20295,1,0,1,78.8
10,29.21,21036,1,0,1,75.2
11,28.41,21326,1,0,1,75.2
12,27.6,21545,1,0,1,75.2
13,23.8,21256,1,0,1,84.2
14,25.16,20618,1,0,1,80.6
15,21.94,20188,1,0,1,82.4
16,27.37,20867,1,0,1,84.2
17,30.29,21327,1,0,1,84.2
18,28.7,21309,1,0,1,86
19,35.33,21278,1,0,1,86
20,40.93,21312,1,0,1,84.2
21,57.55,21289,1,0,1,82.4
22,31.02,20362,1,0,1,82.4
23,29.57,18832,1,0,1,78.8
24,22.88,17332,1,0,0,78.8
1,21.05,16506,0,0,0,77
2,16.18,15853,0,0,0,78.8
3,13.3,15259,0,0,0,78.8
4,8.53,14821,0,0,0,78.8
5,7.23,14862,0,0,0,77
6,8.73,15124,0,0,0,71.6
7,12.83,15912,0,0,0,71.6
8,15.75,17083,0,0,0,71.6
9,25.59,18480,0,0,0,71.6
10,27.66,19406,0,0,0,77
11,27.38,20000,0,0,0,77
12,29.35,20670,0,0,0,77
13,30.23,20689,0,0,0,77
14,46.11,21037,0,0,0,77
15,55.37,21000,0,0,0,77
16,49.41,21161,0,0,0,77
17,60.28,21480,0,0,0,77
18,44.35,21645,0,0,0,77
19,24.86,20788,0,0,0,77
20,37.28,20545,0,0,0,78.8
21,32.96,20638,0,0,0,78.8
22,24,19223,0,0,0,78.8
23,19.23,17737,0,0,0,78.8
24,21.06,16511,0,0,0,78.8
1,20.21,15683,0,0,0,73.4
2,22.75,15147,0,0,0,82.4
3,21.07,14667,0,0,0,71.6
4,14.32,14395,0,0,0,71.6
5,13.34,14140,0,0,0,71.6
6,11.05,14202,0,0,0,71.6
7,17.29,15019,0,0,0,71.6
8,19.42,15955,0,0,0,71.6
9,22.55,16538,0,0,0,71.6
10,23.45,16996,0,0,0,73.4
11,24.78,17477,0,0,0,73.4
12,24.68,17698,0,0,0,73.4
13,26.38,18058,0,0,0,80.6
14,26.99,18131,0,0,0,82.4
15,66.06,18368,0,0,0,84.2
18,64.26,20052,0,0,0,82.4
19,29.52,20031,0,0,0,82.4
20,25.64,19348,0,0,0,78.8
21,24.79,18985,0,0,0,77
22,25.45,17855,0,0,0,75.2
23,30.41,16358,0,0,0,73.4
24,29.24,15142,0,0,0,71.6
1,47.69,14287,1,0,0,69.8
2,23.03,13815,1,0,0,68
3,21.46,13551,1,0,0,66.2
4,43.3,13636,1,0,0,66.2
5,34.16,13989,1,0,0,66.2
6,18.82,14959,1,0,0,66.2
7,20.02,16032,1,0,0,66.2
8,22.57,16772,1,0,1,66.2
9,23.88,17086,1,0,1,66.2
10,24.1,17573,1,0,1,69.8
11,24.07,17943,1,0,1,69.8
12,24.88,18236,1,0,1,69.8
13,25.32,18599,1,0,1,69.8
14,25.55,18728,1,0,1,69.8
15,25.01,18748,1,0,1,69.8
16,24.2,18640,1,0,1,69.8
17,20.81,18655,1,0,1,69.8
18,18.48,18437,1,0,1,69.8
19,18.75,18248,1,0,1,69.8
20,19.07,18348,1,0,1,68
21,24.53,18195,1,0,1,66.2
22,21.74,16884,1,0,1,68
23,19.29,15492,1,0,1,66.2
24,11.62,14359,1,0,0,66.2
1,11.28,13575,1,0,0,64.4
2,7.76,12964,1,0,0,75.2
3,2.08,12726,1,0,0,66.2
4,11.16,12665,1,0,0,66.2
5,1.63,12962,1,0,0,66.2
6,12.77,13849,1,0,0,66.2
7,9.16,14953,1,0,0,66.2
8,19.13,15782,1,0,1,66.2
9,20.2,16174,1,0,1,66.2
10,20.55,16655,1,0,1,64.4
11,22.42,17176,1,0,1,64.4
12,22.26,17361,1,0,1,64.4
13,22.43,17687,1,0,1,77
14,22.43,17812,1,0,1,77
15,22.43,18006,1,0,1,78.8
16,23.68,18665,1,0,1,78.8
17,23.91,19888,1,0,1,77
18,23.27,19588,1,0,1,77
19,22.4,18667,1,0,1,75.2
20,22.42,18407,1,0,1,73.4
21,22.08,18149,1,0,1,71.6
22,17.7,16691,1,0,1,69.8
23,12.27,15373,1,0,1,68
24,9.28,14212,1,0,0,66.2
1,13.55,13488,1,0,0,64.4
2,8.01,12989,1,0,0,64.4
3,0,12773,1,0,0,62.6
4,-0.55,12787,1,0,0,62.6
5,3.62,13178,1,0,0,62.6
6,5.63,13984,1,0,0,68
7,19.09,15088,1,0,0,68
8,20.08,15747,1,0,1,68
9,19.67,16115,1,0,1,68
10,14.65,16521,1,0,1,64.4
11,20.32,17011,1,0,1,64.4
12,20.42,17323,1,0,1,64.4
13,22.31,17649,1,0,1,64.4
14,20.46,17809,1,0,1,64.4
15,20.96,18057,1,0,1,64.4
16,21.85,18717,1,0,1,64.4
17,56.59,19255,1,0,1,64.4
18,57.41,19394,1,0,1,64.4
19,60.53,19311,1,0,1,64.4
20,23.03,18747,1,0,1,64.4
21,25.26,18263,1,0,1,64.4
22,20.77,17104,1,0,1,64.4
23,18.76,15536,1,0,1,64.4
24,13.68,14155,1,0,0,64.4
1,26.54,13374,1,0,0,64.4
2,14.37,12973,1,0,0,78.8
3,11.44,12719,1,0,0,73.4
4,14.34,12684,1,0,0,73.4
5,12.12,13206,1,0,0,73.4
6,11.49,13831,1,0,0,73.4
7,19.58,14805,1,0,0,73.4
8,16.35,15746,1,0,1,73.4
9,17.17,16389,1,0,1,73.4
10,19.39,16997,1,0,1,64.4
11,20.01,17569,1,0,1,64.4
12,19.8,18164,1,0,1,64.4
13,22.88,18713,1,0,1,80.6
14,22.49,19192,1,0,1,80.6
15,24.23,19625,1,0,1,82.4
16,25.03,20274,1,0,1,82.4
17,24.52,20589,1,0,1,75.2
18,27.78,20613,1,0,1,75.2
19,29.98,20461,1,0,1,78.8
20,29.72,20033,1,0,1,77
21,33.75,19545,1,0,1,75.2
22,22.67,18386,1,0,1,77
23,21.39,16586,1,0,1,73.4
24,19.4,15325,1,0,0,73.4
1,15.38,14442,1,0,0,71.6
2,10.22,13785,1,0,0,66.2
3,14.35,13390,1,0,0,73.4
4,14.38,13475,1,0,0,73.4
5,9.27,13800,1,0,0,73.4
6,9.45,14518,1,0,0,73.4
7,12.65,15661,1,0,0,73.4
8,21.33,16617,1,0,1,73.4
9,24,17558,1,0,1,73.4
10,25.04,18385,1,0,1,71.6
11,28.83,19236,1,0,1,71.6
12,31.35,19827,1,0,1,71.6
13,51.82,20235,1,0,1,71.6
14,43.64,20571,1,0,1,71.6
15,45.97,20620,1,0,1,71.6
16,34.73,20787,1,0,1,71.6
17,44.42,20986,1,0,1,71.6
18,30.48,20821,1,0,1,71.6
19,29.72,20667,1,0,1,71.6
20,24.3,20097,1,0,1,66.2
21,22.89,19814,1,0,1,78.8
22,20.81,18514,1,0,1,77
23,20.02,16909,1,0,1,75.2
24,16.09,15548,1,0,0,73.4
1,8.87,14585,0,0,0,71.6
2,2.51,13872,0,0,0,82.4
3,3.47,13383,0,0,0,77
4,5.37,13075,0,0,0,77
5,0,13051,0,0,0,77
6,0,13113,0,0,0,77
7,0.38,13954,0,0,0,77
8,17.29,15288,0,0,0,77
9,21.05,16525,0,0,0,77
10,23.84,17685,0,0,0,71.6
11,23.07,18259,0,0,0,71.6
12,22.01,18274,0,0,0,71.6
13,21.75,18193,0,0,0,78.8
14,21.74,18583,0,0,0,84.2
15,21.74,18935,0,0,0,86
16,22.17,19179,0,0,0,82.4
17,22.52,19628,0,0,0,84.2
18,22.95,19698,0,0,0,82.4
19,20.78,19323,0,0,0,82.4
20,19.81,18641,0,0,0,80.6
21,19.91,18249,0,0,0,78.8
22,23.13,17398,0,0,0,78.8
23,19.98,16244,0,0,0,77
24,18.47,15185,0,0,0,77
1,9.7,14481,0,0,0,75.2
2,12.81,13821,0,0,0,75.2
3,13.51,13473,0,0,0,75.2
4,2.68,13269,0,0,0,73.4
5,11.44,13243,0,0,0,73.4
6,14.33,13291,0,0,0,73.4
7,5,13978,0,0,0,73.4
8,3.59,14931,0,0,0,73.4
9,17.5,16180,0,0,0,73.4
10,22.06,17513,0,0,0,75.2
11,24.38,18443,0,0,0,75.2
12,24.06,19020,0,0,0,75.2
13,24.77,19374,0,0,0,75.2
14,24.29,19595,0,0,0,75.2
15,24.51,19732,0,0,0,75.2
16,25.97,20324,0,0,0,75.2
17,50.07,20824,0,0,0,75.2
18,51.14,21027,0,0,0,75.2
19,38.81,20576,0,0,0,75.2
20,33.54,20119,0,0,0,75.2
21,62.4,19989,0,0,0,75.2
22,24.78,18882,0,0,0,75.2
23,22.87,17397,0,0,0,75.2
24,18.17,16121,0,0,0,75.2
1,13.71,15281,1,0,0,73.4
2,9.6,14665,1,0,0,84.2
3,8.12,14297,1,0,0,73.4
4,8.22,14231,1,0,0,73.4
5,0,14606,1,0,0,73.4
6,2.76,15504,1,0,0,73.4
7,16.51,16954,1,0,0,73.4
8,22.18,18262,1,0,1,73.4
9,23.97,19302,1,0,1,73.4
10,24.94,20368,1,0,1,73.4
11,24.13,21020,1,0,1,73.4
12,24.13,21191,1,0,1,73.4
13,23.92,21040,1,0,1,87.8
14,23.96,20904,1,0,1,86
15,23.79,20920,1,0,1,87.8
16,22.76,21351,1,0,1,87.8
17,41.83,21791,1,0,1,86
18,29.48,21435,1,0,1,84.2
19,48.07,21072,1,0,1,84.2
20,32.97,20960,1,0,1,82.4
21,24.76,20723,1,0,1,77
22,28.83,19469,1,0,1,75.2
23,21.66,17823,1,0,1,71.6
24,17.18,16333,1,0,0,73.4
1,18.53,15466,1,0,0,71.6
2,19.15,15056,1,0,0,71.6
3,19.14,14739,1,0,0,68
4,17.46,14703,1,0,0,68
5,11.68,15116,1,0,0,68
6,13.24,16006,1,0,0,68
7,19.85,16902,1,0,0,68
8,23.8,17645,1,0,1,68
9,24.81,18348,1,0,1,68
10,25.28,18914,1,0,1,71.6
11,46.66,19572,1,0,1,71.6
12,35.58,19855,1,0,1,71.6
13,44.07,20163,1,0,1,71.6
14,42.72,20499,1,0,1,71.6
15,41.05,20707,1,0,1,71.6
16,60.84,21090,1,0,1,71.6
18,45.5,21001,1,0,1,71.6
19,39.16,20819,1,0,1,71.6
20,26.67,20103,1,0,1,71.6
21,25.75,19716,1,0,1,71.6
22,23.51,18416,1,0,1,71.6
23,20.37,16651,1,0,1,69.8
24,17.1,15224,1,0,0,68
1,14.24,14367,1,0,0,68
2,9.73,13770,1,0,0,77
3,12.94,13384,1,0,0,64.4
4,11.8,13219,1,0,0,64.4
5,2.53,13620,1,0,0,64.4
6,-0.13,14335,1,0,0,64.4
7,13.48,15249,1,0,0,64.4
8,17.51,16111,1,0,1,64.4
